기간	지역	전체인구	전체인구	전체인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구
기간	지역	전체인구	전체인구	전체인구	합계	합계	합계	내국인	내국인	내국인	등록외국인	등록외국인	등록외국인
기간	지역	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2018.2/4	종로구	163,569	79,522	84,047	26,512	11,658	14,854	26,340	11,562	14,778	172	96	76
2018.2/4	중구	135,427	66,673	68,754	21,798	9,554	12,244	21,540	9,416	12,124	258	138	120
2018.2/4	용산구	245,245	119,963	125,282	37,331	15,734	21,597	36,887	15,459	21,428	444	275	169
2018.2/4	성동구	316,068	155,268	160,800	42,171	18,348	23,823	42,026	18,263	23,763	145	85	60
2018.2/4	광진구	370,519	179,621	190,898	44,806	19,953	24,853	44,617	19,861	24,756	189	92	97
2018.2/4	동대문구	364,527	180,126	184,401	56,675	25,108	31,567	56,487	25,023	31,464	188	85	103
2018.2/4	중랑구	410,296	203,711	206,585	60,618	26,963	33,655	60,534	26,920	33,614	84	43	41
2018.2/4	성북구	451,829	218,998	232,831	67,132	28,930	38,202	66,982	28,859	38,123	150	71	79
2018.2/4	강북구	326,063	159,219	166,844	57,401	24,687	32,714	57,297	24,636	32,661	104	51	53
2018.2/4	도봉구	344,096	168,282	175,814	54,969	24,416	30,553	54,930	24,395	30,535	39	21	18
2018.2/4	노원구	553,177	268,396	284,781	75,741	31,649	44,092	75,674	31,619	44,055	67	30	37
2018.2/4	은평구	489,045	236,802	252,243	76,097	33,031	43,066	75,937	32,951	42,986	160	80	80
2018.2/4	서대문구	323,261	154,145	169,116	49,935	21,104	28,831	49,526	20,901	28,625	409	203	206
2018.2/4	마포구	385,507	182,627	202,880	50,350	21,114	29,236	50,050	20,961	29,089	300	153	147
2018.2/4	양천구	471,026	232,087	238,939	56,742	25,318	31,424	56,633	25,264	31,369	109	54	55
2018.2/4	강서구	606,981	295,221	311,760	78,042	34,517	43,525	77,818	34,383	43,435	224	134	90
2018.2/4	구로구	440,305	220,880	219,425	60,564	27,880	32,684	59,845	27,473	32,372	719	407	312
2018.2/4	금천구	252,752	129,612	123,140	34,945	15,933	19,012	34,543	15,721	18,822	402	212	190
2018.2/4	영등포구	404,501	203,696	200,805	54,994	24,843	30,151	54,188	24,413	29,775	806	430	376
2018.2/4	동작구	407,275	197,984	209,291	58,133	25,383	32,750	57,914	25,276	32,638	219	107	112
2018.2/4	관악구	521,960	262,235	259,725	71,317	31,967	39,350	70,949	31,791	39,158	368	176	192
2018.2/4	서초구	443,989	212,679	231,310	54,614	24,765	29,849	54,520	24,717	29,803	94	48	46
2018.2/4	강남구	551,888	264,332	287,556	66,011	29,657	36,354	65,876	29,590	36,286	135	67	68
2018.2/4	송파구	673,161	327,051	346,110	79,093	36,488	42,605	78,937	36,409	42,528	156	79	77
2018.2/4	강동구	437,050	216,814	220,236	57,680	26,319	31,361	57,581	26,274	31,307	99	45	54
2018.3/4	합계	10,068,381	4,922,959	5,145,422	1,405,404	620,435	784,969	1,399,494	617,313	782,181	5,910	3,122	2,788
2018.3/4	종로구	163,086	79,301	83,785	26,622	11,706	14,916	26,455	11,612	14,843	167	94	73
2018.3/4	중구	135,258	66,554	68,704	21,902	9,593	12,309	21,651	9,460	12,191	251	133	118
2018.3/4	용산구	245,087	119,830	125,257	37,443	15,785	21,658	37,015	15,521	21,494	428	264	164
2018.3/4	성동구	317,197	155,652	161,545	42,581	18,552	24,029	42,438	18,467	23,971	143	85	58
2018.3/4	광진구	369,999	179,120	190,879	45,202	20,146	25,056	45,016	20,057	24,959	186	89	97
2018.3/4	동대문구	366,101	180,817	185,284	57,096	25,281	31,815	56,915	25,199	31,716	181	82	99
2018.3/4	중랑구	409,058	203,014	206,044	61,271	27,277	33,994	61,189	27,236	33,953	82	41	41
2018.3/4	성북구	449,574	217,656	231,918	67,447	29,030	38,417	67,305	28,961	38,344	142	69	73
2018.3/4	강북구	324,276	158,263	166,013	57,741	24,831	32,910	57,640	24,781	32,859	101	50	51
2018.3/4	도봉구	342,990	167,726	175,264	55,499	24,634	30,865	55,462	24,613	30,849	37	21	16
2018.3/4	노원구	551,069	267,318	283,751	76,466	32,000	44,466	76,400	31,973	44,427	66	27	39
2018.3/4	은평구	487,849	236,029	251,820	76,643	33,230	43,413	76,483	33,149	43,334	160	81	79
2018.3/4	서대문구	322,497	153,727	168,770	50,278	21,227	29,051	49,871	21,025	28,846	407	202	205
2018.3/4	마포구	385,032	182,174	202,858	50,559	21,222	29,337	50,271	21,075	29,196	288	147	141
2018.3/4	양천구	469,945	231,360	238,585	57,442	25,612	31,830	57,338	25,560	31,778	104	52	52
2018.3/4	강서구	605,068	294,128	310,940	78,814	34,846	43,968	78,596	34,710	43,886	218	136	82
2018.3/4	구로구	439,234	220,323	218,911	61,293	28,188	33,105	60,579	27,783	32,796	714	405	309
2018.3/4	금천구	252,359	129,482	122,877	35,299	16,098	19,201	34,913	15,891	19,022	386	207	179
2018.3/4	영등포구	403,724	203,134	200,590	55,364	25,012	30,352	54,571	24,590	29,981	793	422	371
2018.3/4	동작구	407,925	198,184	209,741	58,803	25,648	33,155	58,590	25,543	33,047	213	105	108
2018.3/4	관악구	521,685	261,905	259,780	71,840	32,163	39,677	71,475	31,991	39,484	365	172	193
2018.3/4	서초구	441,539	211,513	230,026	54,887	24,908	29,979	54,795	24,861	29,934	92	47	45
2018.3/4	강남구	549,255	263,137	286,118	66,412	29,830	36,582	66,282	29,764	36,518	130	66	64
2018.3/4	송파구	673,582	327,054	346,528	80,220	37,008	43,212	80,060	36,926	43,134	160	82	78
2018.3/4	강동구	434,992	215,558	219,434	58,280	26,608	31,672	58,184	26,565	31,619	96	43	53
2018.4/4	합계	10,049,607	4,910,849	5,138,758	1,416,131	625,040	791,091	1,410,297	621,950	788,347	5,834	3,090	2,744
2018.4/4	종로구	163,026	79,156	83,870	26,742	11,779	14,963	26,572	11,682	14,890	170	97	73
2018.4/4	중구	135,633	66,674	68,959	22,005	9,635	12,370	21,750	9,498	12,252	255	137	118
2018.4/4	용산구	245,090	119,766	125,324	37,640	15,892	21,748	37,212	15,630	21,582	428	262	166
2018.4/4	성동구	316,463	155,091	161,372	42,767	18,612	24,155	42,629	18,531	24,098	138	81	57
2018.4/4	광진구	371,063	179,527	191,536	45,619	20,291	25,328	45,432	20,200	25,232	187	91	96
2018.4/4	동대문구	364,338	179,774	184,564	57,165	25,347	31,818	56,991	25,271	31,720	174	76	98
2018.4/4	중랑구	408,147	202,448	205,699	61,830	27,516	34,314	61,748	27,474	34,274	82	42	40
2018.4/4	성북구	447,687	216,495	231,192	67,782	29,163	38,619	67,646	29,097	38,549	136	66	70
2018.4/4	강북구	322,915	157,522	165,393	58,196	25,034	33,162	58,103	24,986	33,117	93	48	45
2018.4/4	도봉구	341,649	167,043	174,606	55,964	24,854	31,110	55,926	24,831	31,095	38	23	15
2018.4/4	노원구	548,160	265,870	282,290	77,096	32,280	44,816	77,032	32,254	44,778	64	26	38
2018.4/4	은평구	487,666	235,600	252,066	77,420	33,525	43,895	77,263	33,446	43,817	157	79	78
2018.4/4	서대문구	323,080	153,816	169,264	50,456	21,334	29,122	50,045	21,128	28,917	411	206	205
2018.4/4	마포구	386,359	182,573	203,786	50,833	21,270	29,563	50,544	21,122	29,422	289	148	141
2018.4/4	양천구	468,145	230,457	237,688	58,045	25,907	32,138	57,941	25,855	32,086	104	52	52
2018.4/4	강서구	603,611	293,289	310,322	79,660	35,261	44,399	79,445	35,128	44,317	215	133	82
2018.4/4	구로구	438,486	219,949	218,537	61,801	28,372	33,429	61,105	27,976	33,129	696	396	300
2018.4/4	금천구	254,021	130,398	123,623	35,739	16,301	19,438	35,354	16,092	19,262	385	209	176
2018.4/4	영등포구	403,600	203,319	200,281	55,673	25,178	30,495	54,906	24,768	30,138	767	410	357
2018.4/4	동작구	409,385	198,458	210,927	59,479	25,930	33,549	59,265	25,824	33,441	214	106	108
2018.4/4	관악구	520,040	260,742	259,298	72,249	32,306	39,943	71,888	32,138	39,750	361	168	193
2018.4/4	서초구	438,163	209,977	228,186	54,751	24,797	29,954	54,663	24,753	29,910	88	44	44
2018.4/4	강남구	547,453	262,203	285,250	67,085	30,105	36,980	66,957	30,036	36,921	128	69	59
2018.4/4	송파구	673,507	326,849	346,658	81,364	37,554	43,810	81,211	37,477	43,734	153	77	76
2018.4/4	강동구	431,920	213,853	218,067	58,770	26,797	31,973	58,669	26,753	31,916	101	44	57
2019.1/4	합계	10,054,979	4,909,387	5,145,592	1,436,125	634,125	802,000	1,429,163	630,451	798,712	6,962	3,674	3,288
2019.1/4	종로구	162,913	78,963	83,950	26,981	11,922	15,059	26,776	11,805	14,971	205	117	88
2019.1/4	중구	135,836	66,720	69,116	22,421	9,826	12,595	22,120	9,660	12,460	301	166	135
2019.1/4	용산구	245,139	119,597	125,542	38,049	16,061	21,988	37,564	15,768	21,796	485	293	192
2019.1/4	성동구	314,608	154,011	160,597	43,076	18,743	24,333	42,916	18,655	24,261	160	88	72
2019.1/4	광진구	370,658	179,162	191,496	46,288	20,606	25,682	46,062	20,492	25,570	226	114	112
2019.1/4	동대문구	363,262	179,100	184,162	57,570	25,583	31,987	57,377	25,498	31,879	193	85	108
2019.1/4	중랑구	407,211	201,808	205,403	62,789	27,940	34,849	62,690	27,891	34,799	99	49	50
2019.1/4	성북구	450,021	217,400	232,621	68,612	29,525	39,087	68,453	29,447	39,006	159	78	81
2019.1/4	강북구	321,151	156,525	164,626	58,858	25,302	33,556	58,747	25,248	33,499	111	54	57
2019.1/4	도봉구	340,089	166,218	173,871	56,742	25,239	31,503	56,691	25,210	31,481	51	29	22
2019.1/4	노원구	545,486	264,460	281,026	78,170	32,790	45,380	78,094	32,759	45,335	76	31	45
2019.1/4	은평구	488,713	235,925	252,788	78,406	33,974	44,432	78,228	33,886	44,342	178	88	90
2019.1/4	서대문구	324,604	154,410	170,194	51,085	21,637	29,448	50,619	21,401	29,218	466	236	230
2019.1/4	마포구	386,571	182,249	204,322	51,293	21,463	29,830	50,951	21,293	29,658	342	170	172
2019.1/4	양천구	466,622	229,486	237,136	58,930	26,352	32,578	58,813	26,293	32,520	117	59	58
2019.1/4	강서구	602,886	292,646	310,240	80,903	35,732	45,171	80,647	35,575	45,072	256	157	99
2019.1/4	구로구	438,889	220,013	218,876	63,017	28,916	34,101	62,129	28,426	33,703	888	490	398
2019.1/4	금천구	254,244	130,503	123,741	36,301	16,560	19,741	35,817	16,299	19,518	484	261	223
2019.1/4	영등포구	404,556	203,579	200,977	56,463	25,515	30,948	55,510	25,008	30,502	953	507	446
2019.1/4	동작구	412,031	199,526	212,505	60,462	26,332	34,130	60,211	26,206	34,005	251	126	125
2019.1/4	관악구	520,645	260,919	259,726	73,005	32,605	40,400	72,578	32,398	40,180	427	207	220
2019.1/4	서초구	437,007	209,329	227,678	55,366	25,077	30,289	55,262	25,020	30,242	104	57	47
2019.1/4	강남구	546,875	262,082	284,793	68,104	30,605	37,499	67,963	30,534	37,429	141	71	70
2019.1/4	송파구	685,361	332,367	352,994	83,492	38,623	44,869	83,315	38,533	44,782	177	90	87
2019.1/4	강동구	429,601	212,389	217,212	59,742	27,197	32,545	59,630	27,146	32,484	112	51	61
2019.2/4	합계	10,041,574	4,899,133	5,142,441	1,451,564	640,905	810,659	1,444,763	637,323	807,440	6,801	3,582	3,219
2019.2/4	종로구	162,413	78,657	83,756	27,155	12,036	15,119	26,943	11,915	15,028	212	121	91
2019.2/4	중구	136,276	66,919	69,357	22,749	9,972	12,777	22,450	9,810	12,640	299	162	137
2019.2/4	용산구	245,069	119,507	125,562	38,259	16,177	22,082	37,785	15,891	21,894	474	286	188
2019.2/4	성동구	312,991	153,027	159,964	43,370	18,879	24,491	43,218	18,797	24,421	152	82	70
2019.2/4	광진구	369,470	178,493	190,977	46,773	20,858	25,915	46,545	20,745	25,800	228	113	115
2019.2/4	동대문구	363,101	178,840	184,261	58,078	25,809	32,269	57,891	25,726	32,165	187	83	104
2019.2/4	중랑구	405,639	200,966	204,673	63,670	28,402	35,268	63,574	28,354	35,220	96	48	48
2019.2/4	성북구	452,292	218,236	234,056	69,341	29,802	39,539	69,182	29,725	39,457	159	77	82
2019.2/4	강북구	319,377	155,541	163,836	59,189	25,419	33,770	59,082	25,367	33,715	107	52	55
2019.2/4	도봉구	339,001	165,652	173,349	57,367	25,573	31,794	57,315	25,544	31,771	52	29	23
2019.2/4	노원구	542,603	262,747	279,856	79,046	33,157	45,889	78,975	33,127	45,848	71	30	41
2019.2/4	은평구	488,285	235,471	252,814	79,282	34,321	44,961	79,102	34,232	44,870	180	89	91
2019.2/4	서대문구	324,304	154,066	170,238	51,367	21,712	29,655	50,928	21,490	29,438	439	222	217
2019.2/4	마포구	385,985	181,757	204,228	51,613	21,574	30,039	51,279	21,405	29,874	334	169	165
2019.2/4	양천구	465,095	228,697	236,398	59,731	26,719	33,012	59,613	26,661	32,952	118	58	60
2019.2/4	강서구	602,230	292,139	310,091	81,965	36,187	45,778	81,716	36,033	45,683	249	154	95
2019.2/4	구로구	439,328	220,027	219,301	64,028	29,334	34,694	63,160	28,852	34,308	868	482	386
2019.2/4	금천구	254,061	130,282	123,779	36,727	16,723	20,004	36,251	16,469	19,782	476	254	222
2019.2/4	영등포구	404,229	203,265	200,964	56,891	25,736	31,155	55,956	25,239	30,717	935	497	438
2019.2/4	동작구	412,000	199,320	212,680	61,009	26,561	34,448	60,764	26,440	34,324	245	121	124
2019.2/4	관악구	519,864	260,404	259,460	73,693	32,905	40,788	73,281	32,704	40,577	412	201	211
2019.2/4	서초구	435,631	208,610	227,021	55,853	25,266	30,587	55,753	25,213	30,540	100	53	47
2019.2/4	강남구	547,602	262,219	285,383	69,011	31,018	37,993	68,878	30,951	37,927	133	67	66
2019.2/4	송파구	686,181	332,539	353,642	84,740	39,168	45,572	84,573	39,086	45,487	167	82	85
2019.2/4	강동구	428,547	211,752	216,795	60,657	27,597	33,060	60,549	27,547	33,002	108	50	58
2019.3/4	합계	10,025,927	4,887,068	5,138,859	1,468,146	648,586	819,560	1,461,460	645,055	816,405	6,686	3,531	3,155
2019.3/4	종로구	162,860	78,523	84,337	27,394	12,156	15,238	27,181	12,034	15,147	213	122	91
2019.3/4	중구	136,663	67,030	69,633	23,025	10,115	12,910	22,733	9,955	12,778	292	160	132
2019.3/4	용산구	244,989	119,499	125,490	38,531	16,310	22,221	38,073	16,031	22,042	458	279	179
2019.3/4	성동구	311,290	152,134	159,156	43,662	19,049	24,613	43,512	18,969	24,543	150	80	70
2019.3/4	광진구	368,337	177,749	190,588	47,347	21,110	26,237	47,126	21,000	26,126	221	110	111
2019.3/4	동대문구	363,779	178,958	184,821	58,764	26,100	32,664	58,581	26,020	32,561	183	80	103
2019.3/4	중랑구	403,776	199,959	203,817	64,449	28,830	35,619	64,351	28,782	35,569	98	48	50
2019.3/4	성북구	454,114	218,857	235,257	70,204	30,203	40,001	70,048	30,129	39,919	156	74	82
2019.3/4	강북구	317,875	154,784	163,091	59,808	25,675	34,133	59,702	25,621	34,081	106	54	52
2019.3/4	도봉구	337,594	164,883	172,711	58,070	25,933	32,137	58,020	25,905	32,115	50	28	22
2019.3/4	노원구	539,829	261,141	278,688	79,968	33,611	46,357	79,897	33,582	46,315	71	29	42
2019.3/4	은평구	486,159	234,228	251,931	79,957	34,616	45,341	79,782	34,528	45,254	175	88	87
2019.3/4	서대문구	324,089	153,618	170,471	51,708	21,852	29,856	51,271	21,634	29,637	437	218	219
2019.3/4	마포구	385,605	181,368	204,237	51,961	21,737	30,224	51,628	21,567	30,061	333	170	163
2019.3/4	양천구	463,931	227,911	236,020	60,487	27,059	33,428	60,368	26,998	33,370	119	61	58
2019.3/4	강서구	600,240	290,942	309,298	82,937	36,654	46,283	82,693	36,504	46,189	244	150	94
2019.3/4	구로구	439,850	219,971	219,879	64,952	29,740	35,212	64,099	29,267	34,832	853	473	380
2019.3/4	금천구	252,868	129,510	123,358	37,191	16,936	20,255	36,724	16,686	20,038	467	250	217
2019.3/4	영등포구	402,478	201,944	200,534	57,350	25,880	31,470	56,426	25,388	31,038	924	492	432
2019.3/4	동작구	410,487	198,593	211,894	61,607	26,800	34,807	61,370	26,681	34,689	237	119	118
2019.3/4	관악구	519,953	260,386	259,567	74,518	33,290	41,228	74,106	33,086	41,020	412	204	208
2019.3/4	서초구	435,258	208,297	226,961	56,455	25,558	30,897	56,356	25,505	30,851	99	53	46
2019.3/4	강남구	549,043	262,829	286,214	70,029	31,466	38,563	69,899	31,400	38,499	130	66	64
2019.3/4	송파구	684,338	331,364	352,974	86,062	39,796	46,266	85,910	39,721	46,189	152	75	77
2019.3/4	강동구	430,522	212,590	217,932	61,710	28,110	33,600	61,604	28,062	33,542	106	48	58
2019.4/4	합계	10,010,983	4,877,725	5,133,258	1,485,272	656,595	828,677	1,478,664	653,108	825,556	6,608	3,487	3,121
2019.4/4	종로구	161,869	78,215	83,654	27,519	12,162	15,357	27,318	12,049	15,269	201	113	88
2019.4/4	중구	136,488	66,823	69,665	23,275	10,247	13,028	22,974	10,081	12,893	301	166	135
2019.4/4	용산구	245,185	119,599	125,586	38,791	16,466	22,325	38,346	16,196	22,150	445	270	175
2019.4/4	성동구	308,979	150,861	158,118	43,947	19,181	24,766	43,796	19,100	24,696	151	81	70
2019.4/4	광진구	366,972	176,917	190,055	47,902	21,360	26,542	47,681	21,249	26,432	221	111	110
2019.4/4	동대문구	363,023	178,490	184,533	59,350	26,397	32,953	59,170	26,316	32,854	180	81	99
2019.4/4	중랑구	402,024	199,006	203,018	65,164	29,136	36,028	65,065	29,087	35,978	99	49	50
2019.4/4	성북구	454,744	219,099	235,645	70,850	30,498	40,352	70,699	30,429	40,270	151	69	82
2019.4/4	강북구	317,695	154,638	163,057	60,577	26,032	34,545	60,474	25,981	34,493	103	51	52
2019.4/4	도봉구	335,631	163,961	171,670	58,714	26,286	32,428	58,664	26,258	32,406	50	28	22
2019.4/4	노원구	537,303	259,810	277,493	80,923	34,024	46,899	80,854	33,996	46,858	69	28	41
2019.4/4	은평구	484,546	233,360	251,186	80,738	34,987	45,751	80,567	34,899	45,668	171	88	83
2019.4/4	서대문구	323,171	153,215	169,956	52,074	22,030	30,044	51,645	21,817	29,828	429	213	216
2019.4/4	마포구	385,925	181,303	204,622	52,429	21,954	30,475	52,104	21,786	30,318	325	168	157
2019.4/4	양천구	462,285	227,019	235,266	61,264	27,446	33,818	61,147	27,386	33,761	117	60	57
2019.4/4	강서구	598,273	289,691	308,582	84,077	37,157	46,920	83,839	37,014	46,825	238	143	95
2019.4/4	구로구	439,371	219,602	219,769	65,779	30,089	35,690	64,932	29,619	35,313	847	470	377
2019.4/4	금천구	251,820	128,954	122,866	37,660	17,184	20,476	37,196	16,937	20,259	464	247	217
2019.4/4	영등포구	400,986	200,986	200,000	57,872	26,142	31,730	56,957	25,654	31,303	915	488	427
2019.4/4	동작구	408,912	197,706	211,206	62,226	27,087	35,139	61,994	26,970	35,024	232	117	115
2019.4/4	관악구	517,334	259,194	258,140	75,194	33,591	41,603	74,787	33,390	41,397	407	201	206
2019.4/4	서초구	435,107	208,181	226,926	57,136	25,886	31,250	57,036	25,835	31,201	100	51	49
2019.4/4	강남구	550,209	263,345	286,864	71,025	31,935	39,090	70,896	31,869	39,027	129	66	63
2019.4/4	송파구	682,741	330,412	352,329	87,334	40,350	46,984	87,182	40,272	46,910	152	78	74
2019.4/4	강동구	440,390	217,338	223,052	63,452	28,968	34,484	63,341	28,918	34,423	111	50	61
2020.1/4	합계	10,013,781	4,874,995	5,138,786	1,518,239	671,095	847,144	1,510,460	667,011	843,449	7,779	4,084	3,695
2020.1/4	종로구	161,984	78,271	83,713	28,073	12,459	15,614	27,855	12,335	15,520	218	124	94
2020.1/4	중구	136,469	66,769	69,700	23,794	10,495	13,299	23,448	10,303	13,145	346	192	154
2020.1/4	용산구	246,165	119,961	126,204	39,439	16,753	22,686	38,947	16,455	22,492	492	298	194
2020.1/4	성동구	307,193	149,891	157,302	44,728	19,517	25,211	44,547	19,424	25,123	181	93	88
2020.1/4	광진구	365,990	176,226	189,764	48,989	21,851	27,138	48,721	21,721	27,000	268	130	138
2020.1/4	동대문구	362,793	178,202	184,591	60,367	26,869	33,498	60,157	26,775	33,382	210	94	116
2020.1/4	중랑구	400,678	198,122	202,556	66,764	29,854	36,910	66,649	29,796	36,853	115	58	57
2020.1/4	성북구	454,532	218,561	235,971	72,172	31,020	41,152	71,997	30,943	41,054	175	77	98
2020.1/4	강북구	316,750	154,141	162,609	61,660	26,518	35,142	61,537	26,462	35,075	123	56	67
2020.1/4	도봉구	333,495	162,774	170,721	60,023	26,892	33,131	59,968	26,866	33,102	55	26	29
2020.1/4	노원구	535,495	258,696	276,799	82,682	34,770	47,912	82,605	34,738	47,867	77	32	45
2020.1/4	은평구	482,509	231,953	250,556	82,245	35,610	46,635	82,046	35,511	46,535	199	99	100
2020.1/4	서대문구	325,875	154,502	171,373	53,038	22,459	30,579	52,568	22,219	30,349	470	240	230
2020.1/4	마포구	386,086	181,204	204,882	53,283	22,363	30,920	52,912	22,171	30,741	371	192	179
2020.1/4	양천구	460,532	226,109	234,423	62,761	28,111	34,650	62,622	28,043	34,579	139	68	71
2020.1/4	강서구	595,703	288,134	307,569	85,992	37,990	48,002	85,713	37,819	47,894	279	171	108
2020.1/4	구로구	438,308	218,970	219,338	67,432	30,848	36,584	66,383	30,265	36,118	1,049	583	466
2020.1/4	금천구	251,370	128,643	122,727	38,508	17,591	20,917	37,948	17,289	20,659	560	302	258
2020.1/4	영등포구	404,766	202,617	202,149	59,373	26,821	32,552	58,266	26,223	32,043	1,107	598	509
2020.1/4	동작구	407,802	196,943	210,859	63,378	27,608	35,770	63,090	27,465	35,625	288	143	145
2020.1/4	관악구	516,662	258,982	257,680	76,664	34,225	42,439	76,174	33,985	42,189	490	240	250
2020.1/4	서초구	434,801	207,877	226,924	58,332	26,333	31,999	58,226	26,282	31,944	106	51	55
2020.1/4	강남구	549,898	263,163	286,735	72,602	32,552	40,050	72,461	32,483	39,978	141	69	72
2020.1/4	송파구	680,883	329,058	351,825	89,539	41,297	48,242	89,346	41,208	48,138	193	89	104
2020.1/4	강동구	457,042	225,226	231,816	66,401	30,289	36,112	66,274	30,230	36,044	127	59	68
